Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Travel_Rarely,960,Research & Development,2,2,Technical Degree,1,6416,2,Male,68,4,2,Healthcare Representative,2,Single,3380,25680,2,Y,Yes,11,3,2,80,0,10,5,2,2,1,0,0
25,No,Non-Travel,721,Research & Development,22,1,Life Sciences,1,6417,3,Male,95,3,1,Manager,2,Single,2187,12838,3,Y,No,14,3,3,80,0,5,2,4,1,0,0,0
51,No,Travel_Rarely,937,Research & Development,15,2,Life Sciences,1,6418,4,Female,48,4,3,Healthcare Representative,4,Divorced,5581,4596,6,Y,No,13,3,3,80,0,29,1,4,16,5,1,6
42,No,Travel_Rarely,267,Research & Development,2,2,Other,1,6419,2,Male,30,2,2,Research Scientist,4,Divorced,2622,11994,3,Y,No,11,3,4,80,0,12,6,3,9,2,3,1
35,No,Travel_Frequently,760,Sales,2,4,Other,1,6420,3,Male,50,4,3,Sales Executive,2,Married,6213,2645,3,Y,No,14,3,3,80,1,16,2,2,10,2,3,5
26,Yes,Travel_Rarely,729,Research & Development,21,1,Other,1,6421,3,Male,99,2,2,Research Director,4,Married,4010,19605,1,Y,Yes,11,3,2,80,1,0,1,4,0,0,0,0
29,No,Travel_Rarely,603,Human Resources,4,2,Other,1,6422,4,Male,78,3,1,Manager,2,Single,1009,2658,1,Y,Yes,11,3,3,80,2,0,0,3,0,0,0,0
49,No,Travel_Rarely,530,Research & Development,21,2,Other,1,6423,3,Female,61,2,3,Research Scientist,2,Single,8113,20483,5,Y,No,11,3,2,80,0,27,4,4,17,3,3,11
38,Yes,Travel_Rarely,896,Sales,2,3,Medical,1,6424,2,Male,58,3,3,Sales Executive,1,Single,4683,7248,3,Y,Yes,12,4,1,80,1,18,2,3,2,1,0,0
32,No,Travel_Rarely,293,Human Resources,8,1,Human Resources,1,6425,3,Male,52,4,2,Human Resources,3,Married,4423,23356,1,Y,Yes,14,3,4,80,3,7,6,3,1,0,0,0
42,No,Travel_Rarely,1250,Research & Development,7,1,Technical Degree,1,6426,1,Female,90,3,1,Research Scientist,2,Single,4105,26468,6,Y,No,18,4,2,80,2,23,1,2,8,2,3,2
29,Yes,Travel_Rarely,1476,Research & Development,16,1,Other,1,6427,2,Female,53,1,2,Research Scientist,2,Divorced,4933,20629,2,Y,No,22,3,1,80,0,0,3,3,0,0,0,0
51,No,Travel_Rarely,548,Sales,14,2,Medical,1,6428,4,Female,94,4,2,Manager,4,Divorced,4471,3377,8,Y,No,11,3,3,80,2,30,2,3,15,9,7,8
50,No,Travel_Rarely,1319,Sales,9,1,Life Sciences,1,6429,2,Male,45,1,3,Manager,3,Divorced,7745,3525,5,Y,No,11,3,4,80,0,26,1,2,15,6,2,5
33,No,Travel_Rarely,1474,Sales,4,3,Marketing,1,6430,3,Male,89,2,2,Sales Executive,4,Married,7616,10579,2,Y,No,11,3,3,80,1,10,1,3,1,0,0,0
31,No,Travel_Rarely,363,Sales,4,2,Life Sciences,1,6431,1,Male,48,4,3,Sales Representative,4,Married,9192,6342,2,Y,No,14,3,3,80,2,10,3,4,2,0,0,0
18,No,Travel_Rarely,548,Human Resources,2,2,Other,1,6432,3,Male,62,3,1,Human Resources,3,Single,4274,17218,0,Y,No,15,4,2,80,1,0,1,4,0,0,0,0
23,Yes,Travel_Rarely,121,Research & Development,1,4,Medical,1,6433,4,Male,58,4,3,Research Scientist,2,Married,9903,17057,4,Y,Yes,14,3,3,80,1,7,5,1,2,0,0,1
24,Yes,Travel_Rarely,947,Research & Development,2,1,Medical,1,6434,1,Female,83,3,1,Manufacturing Director,3,Divorced,4245,5450,4,Y,No,11,4,2,80,0,4,2,2,1,0,0,0
38,No,Travel_Rarely,237,Research & Development,6,3,Technical Degree,1,6435,2,Female,92,4,4,Manager,4,Single,12615,24131,5,Y,Yes,20,3,4,80,0,14,3,3,9,4,1,4
34,No,Travel_Rarely,1231,Sales,2,2,Marketing,1,6436,3,Male,88,2,2,Sales Representative,4,Single,3646,9071,3,Y,No,11,3,3,80,0,12,2,2,4,2,0,1
24,Yes,Travel_Rarely,666,Research & Development,14,3,Other,1,6437,3,Male,92,2,1,Laboratory Technician,1,Single,2938,13472,2,Y,Yes,14,4,3,80,0,8,5,2,5,0,2,2
34,No,Non-Travel,1453,Research & Development,3,3,Life Sciences,1,6438,3,Male,68,2,3,Manufacturing Director,4,Divorced,7090,9228,4,Y,No,11,3,4,80,0,18,3,3,9,5,1,4
42,No,Travel_Rarely,577,Human Resources,3,1,Life Sciences,1,6439,3,Female,74,4,2,Manager,2,Single,4962,17393,3,Y,Yes,11,4,4,80,0,15,1,2,1,0,0,0
42,No,Travel_Rarely,1074,Research & Development,24,2,Life Sciences,1,6440,4,Female,47,3,5,Manufacturing Director,4,Divorced,7148,3619,6,Y,No,11,4,2,80,1,26,2,2,1,0,0,0
19,Yes,Travel_Rarely,1369,Sales,1,1,Technical Degree,1,6441,2,Male,68,3,1,Sales Executive,2,Single,4053,22389,0,Y,Yes,11,3,3,80,0,0,2,2,0,0,0,0
36,No,Travel_Rarely,731,Sales,1,1,Marketing,1,6442,4,Female,44,2,3,Manager,2,Divorced,6406,8139,6,Y,No,11,4,4,80,1,20,3,3,15,2,9,5
24,No,Travel_Frequently,109,Sales,20,2,Technical Degree,1,6443,4,Male,71,4,2,Sales Executive,3,Married,3263,10675,2,Y,Yes,11,3,2,80,1,1,3,4,0,0,0,0
46,No,Travel_Frequently,1109,Sales,1,2,Marketing,1,6444,2,Male,55,3,2,Manager,2,Single,6012,4097,4,Y,Yes,14,3,2,80,2,17,3,3,8,3,0,6
44,No,Travel_Rarely,206,Sales,1,1,Other,1,6445,3,Male,53,3,2,Sales Representative,1,Married,4359,26057,4,Y,No,11,3,1,80,2,22,2,3,16,15,1,6
28,No,Travel_Rarely,387,Sales,11,1,Medical,1,6446,4,Male,42,3,2,Sales Representative,2,Divorced,4782,21719,1,Y,No,20,3,2,80,2,4,2,3,2,1,0,1
30,No,Travel_Rarely,1249,Research & Development,8,2,Life Sciences,1,6447,3,Male,93,2,1,Laboratory Technician,3,Married,2322,17482,2,Y,Yes,11,4,3,80,2,8,6,1,4,1,0,2
33,No,Travel_Rarely,138,Sales,20,2,Marketing,1,6448,2,Male,77,2,2,Sales Executive,3,Married,7975,24907,3,Y,No,11,3,3,80,0,17,1,1,13,6,2,2
18,No,Travel_Frequently,1423,Sales,2,2,Other,1,6449,2,Male,96,3,2,Manager,4,Single,5973,17353,0,Y,No,14,3,2,80,1,0,2,3,0,0,0,0
40,No,Travel_Rarely,1435,Research & Development,13,4,Life Sciences,1,6450,4,Male,73,2,4,Research Director,3,Divorced,11955,25296,5,Y,Yes,13,3,3,80,2,24,5,3,13,8,2,5
34,No,Travel_Frequently,1190,Sales,9,1,Marketing,1,6451,4,Female,88,2,1,Manager,4,Single,3046,5733,2,Y,No,16,3,1,80,0,10,2,2,6,1,3,2
46,No,Travel_Frequently,761,Sales,9,4,Medical,1,6452,4,Male,75,3,4,Sales Executive,3,Single,10715,5360,6,Y,Yes,13,3,2,80,1,27,1,3,11,6,2,3
27,No,Travel_Frequently,114,Research & Development,2,4,Life Sciences,1,6453,3,Female,56,2,3,Manager,4,Single,6968,25266,2,Y,No,13,3,3,80,1,7,3,2,3,1,1,2
31,No,Travel_Frequently,233,Research & Development,20,4,Technical Degree,1,6454,1,Male,85,4,3,Manufacturing Director,3,Single,7159,9795,2,Y,Yes,14,3,3,80,2,8,0,2,5,1,1,4
23,No,Travel_Rarely,1009,Research & Development,5,1,Technical Degree,1,6455,4,Male,64,4,1,Research Scientist,1,Married,1629,8231,2,Y,No,15,3,3,80,1,0,2,3,0,0,0,0
27,Yes,Travel_Rarely,757,Research & Development,9,2,Life Sciences,1,6456,2,Male,75,1,1,Research Director,3,Married,3172,16285,1,Y,Yes,11,4,4,80,0,4,2,1,2,1,0,1
26,No,Travel_Frequently,152,Research & Development,6,1,Other,1,6457,3,Male,72,2,2,Manager,2,Married,4009,16113,4,Y,No,15,3,4,80,0,10,2,2,4,1,2,0
46,No,Travel_Rarely,170,Sales,1,1,Marketing,1,6458,2,Male,79,4,1,Sales Representative,3,Single,4872,21976,6,Y,Yes,18,3,2,80,0,20,1,3,4,1,0,0
30,No,Travel_Rarely,593,Research & Development,12,4,Other,1,6459,1,Male,95,1,3,Manufacturing Director,2,Single,2863,9844,2,Y,No,15,3,2,80,1,6,0,3,4,2,2,2
38,No,Non-Travel,1314,Sales,11,3,Other,1,6460,3,Female,51,4,4,Manager,2,Divorced,17048,10235,3,Y,No,13,3,4,80,0,22,1,3,11,1,3,5
33,No,Travel_Frequently,1257,Research & Development,9,3,Technical Degree,1,6461,4,Female,34,4,2,Manager,4,Divorced,2330,18615,1,Y,No,16,4,4,80,2,5,4,2,1,0,0,0
25,No,Travel_Rarely,167,Research & Development,6,1,Other,1,6462,3,Female,53,2,1,Research Director,4,Married,5167,9213,3,Y,Yes,11,3,4,80,0,1,1,2,0,0,0,0
35,No,Travel_Rarely,1003,Sales,1,1,Technical Degree,1,6463,2,Male,78,3,2,Sales Executive,3,Married,4328,11860,2,Y,No,20,4,3,80,1,12,2,2,6,4,3,3
43,No,Travel_Rarely,938,Research & Development,1,3,Medical,1,6464,4,Male,64,2,2,Laboratory Technician,3,Single,5743,2284,3,Y,No,13,3,2,80,1,17,2,3,3,0,0,1
26,No,Travel_Rarely,535,Research & Development,12,2,Technical Degree,1,6465,3,Male,90,2,1,Manufacturing Director,2,Divorced,2977,13675,2,Y,No,11,4,3,80,0,9,2,3,1,0,0,0
45,No,Travel_Frequently,762,Sales,1,2,Marketing,1,6466,2,Female,80,2,1,Sales Representative,4,Divorced,2902,6854,3,Y,No,11,3,3,80,0,18,0,2,6,5,0,2
29,No,Travel_Frequently,624,Sales,2,4,Life Sciences,1,6467,2,Female,85,4,2,Sales Representative,3,Single,4398,23332,1,Y,Yes,11,3,3,80,0,2,1,4,0,0,0,0
32,No,Travel_Rarely,567,Sales,1,2,Life Sciences,1,6468,1,Female,54,2,3,Sales Executive,4,Divorced,8294,26095,3,Y,No,11,4,4,80,0,16,6,1,4,1,2,2
42,Yes,Travel_Rarely,1000,Research & Development,1,1,Other,1,6469,3,Male,81,2,1,Manufacturing Director,1,Married,2419,2748,4,Y,No,16,3,1,80,0,19,5,4,13,5,3,6
31,No,Travel_Rarely,1494,Sales,4,1,Marketing,1,6470,2,Male,96,3,2,Sales Executive,3,Single,2626,2144,3,Y,No,11,3,4,80,3,12,2,3,3,0,0,0
37,No,Non-Travel,1454,Sales,2,3,Medical,1,6471,3,Male,59,3,3,Manager,2,Married,9912,23379,6,Y,No,11,3,4,80,0,21,5,2,6,2,3,2
34,No,Travel_Rarely,702,Sales,12,1,Other,1,6472,2,Male,77,3,4,Sales Representative,3,Married,14585,18197,5,Y,No,17,4,4,80,2,18,0,3,1,0,0,0
38,No,Travel_Rarely,1145,Research & Development,3,2,Medical,1,6473,3,Male,76,2,1,Manager,4,Married,3437,11096,3,Y,No,13,3,4,80,2,15,2,2,3,0,0,1
18,No,Travel_Rarely,1346,Sales,29,1,Medical,1,6474,2,Male,75,3,3,Sales Executive,4,Married,9657,10731,2,Y,No,12,3,1,80,1,2,5,3,0,0,0,0
20,No,Travel_Frequently,831,Human Resources,1,3,Other,1,6475,3,Male,57,2,2,Manager,2,Divorced,3176,9400,2,Y,No,11,3,2,80,1,2,0,2,0,0,0,0
43,Yes,Travel_Frequently,376,Research & Development,2,3,Medical,1,6476,2,Male,53,2,3,Healthcare Representative,3,Married,5522,12905,3,Y,Yes,11,3,3,80,1,22,1,2,3,1,1,0
47,No,Travel_Frequently,746,Research & Development,15,2,Technical Degree,1,6477,2,Male,75,3,3,Research Director,4,Married,9982,3738,5,Y,No,16,3,4,80,2,26,2,3,16,13,1,15
28,Yes,Travel_Rarely,1126,Sales,4,2,Medical,1,6478,1,Female,84,1,2,Sales Executive,2,Married,3492,16747,2,Y,No,14,3,4,80,1,12,0,2,7,6,2,5
35,No,Travel_Rarely,865,Research & Development,8,2,Medical,1,6479,4,Male,34,4,3,Research Director,2,Single,7606,25121,3,Y,No,11,3,3,80,0,19,1,3,13,8,3,6
40,No,Travel_Rarely,676,Research & Development,29,3,Technical Degree,1,6480,4,Male,60,3,3,Laboratory Technician,4,Married,8722,15654,4,Y,No,11,3,1,80,2,19,4,2,5,3,2,1
44,No,Travel_Rarely,702,Research & Development,5,2,Other,1,6481,2,Female,58,3,2,Research Director,2,Divorced,9779,6185,4,Y,No,11,4,4,80,1,21,2,3,5,2,2,1
18,No,Travel_Rarely,1243,Research & Development,4,1,Life Sciences,1,6482,4,Male,85,1,3,Manager,2,Single,4880,10108,1,Y,No,11,3,3,80,0,2,4,1,0,0,0,0
29,Yes,Travel_Rarely,522,Sales,3,1,Life Sciences,1,6483,2,Male,62,2,1,Sales Executive,3,Divorced,1462,15319,4,Y,Yes,11,4,3,80,1,3,0,4,2,1,0,0
34,No,Travel_Rarely,903,Research & Development,3,2,Medical,1,6484,4,Female,100,3,1,Manager,2,Married,2815,5824,2,Y,No,11,3,2,80,0,10,2,3,3,0,0,0
44,No,Travel_Rarely,227,Research & Development,11,1,Life Sciences,1,6485,2,Male,65,3,2,Manufacturing Director,4,Divorced,6141,11332,3,Y,No,19,3,2,80,0,21,0,4,8,5,1,2
61,No,Travel_Rarely,1104,Research & Development,11,3,Life Sciences,1,6486,4,Male,60,4,4,Research Director,2,Divorced,8663,22242,8,Y,No,15,3,2,80,2,42,2,1,13,7,3,5
35,No,Travel_Rarely,544,Research & Development,12,2,Medical,1,6487,2,Male,87,2,1,Healthcare Representative,4,Married,2103,6274,6,Y,No,11,3,3,80,2,11,5,3,1,0,0,0
24,No,Travel_Rarely,905,Research & Development,10,3,Life Sciences,1,6488,3,Male,91,4,1,Research Scientist,1,Single,2824,19412,1,Y,No,11,3,3,80,0,0,4,2,0,0,0,0
41,Yes,Travel_Rarely,845,Research & Development,4,2,Other,1,6489,4,Male,76,3,2,Laboratory Technician,2,Divorced,2191,23707,1,Y,No,17,3,2,80,0,8,4,2,2,0,0,1
50,No,Travel_Rarely,1365,Sales,26,3,Life Sciences,1,6490,2,Male,96,2,5,Manager,4,Divorced,20000,18495,6,Y,No,12,3,2,80,0,29,3,1,13,2,0,4
38,No,Travel_Rarely,822,Research & Development,29,4,Life Sciences,1,6491,2,Male,41,2,2,Research Director,2,Single,11591,13239,4,Y,No,11,3,2,80,1,22,4,3,10,2,1,7
28,No,Travel_Rarely,146,Research & Development,1,2,Life Sciences,1,6492,4,Female,72,3,1,Healthcare Representative,4,Single,3623,22112,1,Y,No,11,3,2,80,0,3,3,4,1,0,0,0
46,No,Travel_Rarely,542,Research & Development,3,5,Medical,1,6493,2,Male,40,4,5,Manager,4,Single,8399,18161,5,Y,Yes,16,3,2,80,2,25,1,3,10,5,0,3
43,No,Travel_Rarely,1085,Sales,15,4,Technical Degree,1,6494,3,Female,34,3,4,Sales Executive,3,Married,10919,12946,4,Y,No,12,3,4,80,1,25,6,2,2,1,0,0
27,No,Travel_Rarely,645,Research & Development,5,1,Medical,1,6495,1,Male,75,2,1,Manager,4,Divorced,3303,4912,3,Y,No,16,3,4,80,1,7,3,1,1,0,0,0
41,Yes,Non-Travel,769,Research & Development,29,5,Other,1,6496,1,Male,32,1,5,Manufacturing Director,3,Single,10432,11376,4,Y,Yes,11,3,2,80,1,24,4,1,0,0,0,0
46,No,Non-Travel,184,Research & Development,6,2,Life Sciences,1,6497,1,Male,94,3,3,Healthcare Representative,4,Divorced,7166,13385,3,Y,No,11,3,3,80,0,22,5,4,4,1,1,1
48,No,Travel_Rarely,1127,Human Resources,17,4,Human Resources,1,6498,2,Female,60,2,3,Human Resources,2,Divorced,4593,14672,4,Y,Yes,11,3,1,80,3,21,2,4,6,0,2,3
36,No,Travel_Rarely,1110,Research & Development,4,3,Medical,1,6499,3,Female,56,1,2,Healthcare Representative,4,Divorced,4512,17982,4,Y,No,12,4,1,80,0,15,3,3,0,0,0,0
34,No,Travel_Rarely,964,Sales,8,2,Life Sciences,1,6500,3,Male,69,1,1,Sales Representative,2,Single,2059,6186,3,Y,Yes,11,3,4,80,1,11,3,2,1,0,0,0
49,Yes,Travel_Rarely,936,Sales,5,4,Life Sciences,1,6501,2,Male,50,3,4,Sales Executive,1,Married,8303,10539,8,Y,Yes,16,3,2,80,1,25,3,4,1,0,0,0
26,Yes,Travel_Frequently,791,Research & Development,8,2,Other,1,6502,2,Female,48,1,3,Research Director,2,Divorced,5733,7302,2,Y,Yes,11,3,3,80,1,0,5,1,0,0,0,0
41,No,Travel_Rarely,302,Sales,1,2,Marketing,1,6503,4,Female,43,3,2,Sales Representative,3,Single,4469,17885,3,Y,Yes,16,3,3,80,3,11,2,2,8,1,0,3
24,No,Travel_Rarely,1408,Sales,7,2,Medical,1,6504,1,Male,53,2,1,Manager,4,Single,2286,24812,0,Y,No,16,3,3,80,0,0,0,3,0,0,0,0
47,No,Travel_Rarely,698,Research & Development,14,1,Technical Degree,1,6505,1,Male,50,3,3,Research Scientist,2,Divorced,9000,23219,4,Y,Yes,18,3,2,80,1,27,2,4,13,3,3,3
35,No,Travel_Rarely,229,Research & Development,14,3,Medical,1,6506,3,Female,82,3,2,Research Scientist,4,Married,5143,18250,1,Y,Yes,15,3,3,80,2,8,2,4,6,3,0,4
49,No,Travel_Rarely,1031,Research & Development,24,1,Medical,1,6507,4,Male,41,2,2,Manufacturing Director,3,Married,3148,24409,7,Y,Yes,13,3,4,80,2,26,3,1,15,2,3,2
42,Yes,Travel_Rarely,1391,Sales,14,2,Marketing,1,6508,3,Female,73,1,1,Manager,3,Divorced,2656,7340,1,Y,No,11,3,3,80,1,9,1,2,2,0,0,1
25,No,Travel_Rarely,115,Sales,24,2,Technical Degree,1,6509,3,Male,85,4,1,Sales Executive,4,Married,2005,18441,1,Y,No,11,4,4,80,2,0,3,4,0,0,0,0
51,No,Travel_Frequently,1483,Research & Development,1,3,Other,1,6510,4,Female,90,4,3,Healthcare Representative,3,Married,7334,11712,7,Y,No,11,3,2,80,0,31,6,2,20,8,2,9
52,No,Travel_Rarely,1013,Research & Development,12,2,Medical,1,6511,4,Male,74,3,3,Research Scientist,3,Married,11579,10125,6,Y,Yes,11,3,3,80,0,30,6,3,20,6,2,6
45,No,Travel_Frequently,494,Research & Development,4,2,Medical,1,6512,2,Male,35,1,3,Research Scientist,4,Single,6743,5740,5,Y,Yes,11,3,4,80,0,22,2,3,10,6,2,4
30,No,Travel_Rarely,639,Sales,2,2,Technical Degree,1,6513,3,Male,91,1,1,Sales Representative,4,Single,2558,17614,1,Y,No,11,4,2,80,1,1,1,3,0,0,0,0
34,No,Travel_Rarely,906,Research & Development,25,2,Technical Degree,1,6514,3,Female,43,4,3,Research Scientist,3,Married,4576,20102,2,Y,No,15,4,3,80,3,12,1,4,7,1,0,3
38,No,Travel_Rarely,267,Sales,3,1,Life Sciences,1,6515,4,Female,43,1,3,Sales Executive,3,Single,7953,4098,3,Y,No,14,3,2,80,2,4,4,4,1,0,0,0
30,No,Travel_Frequently,1424,Research & Development,1,2,Life Sciences,1,6516,4,Female,85,2,1,Manufacturing Director,3,Divorced,3056,26682,1,Y,No,20,3,2,80,3,3,1,4,1,0,0,0
53,No,Travel_Rarely,975,Research & Development,4,4,Other,1,6517,2,Female,46,1,5,Manager,4,Single,15207,13754,7,Y,Yes,12,3,3,80,1,37,2,3,10,3,0,8
38,No,Travel_Rarely,153,Research & Development,7,5,Medical,1,6518,2,Male,74,3,3,Laboratory Technician,3,Married,4310,24244,4,Y,No,11,3,3,80,2,19,2,4,2,0,0,1
18,Yes,Travel_Rarely,1093,Sales,20,1,Technical Degree,1,6519,2,Male,71,3,1,Manager,3,Married,1861,26284,2,Y,No,11,3,3,80,3,2,3,3,0,0,0,0
40,No,Travel_Rarely,469,Sales,17,3,Other,1,6520,3,Female,88,2,5,Sales Representative,4,Married,14300,7168,4,Y,No,11,3,4,80,1,19,1,3,11,1,0,6
34,No,Travel_Rarely,411,Human Resources,3,2,Other,1,6521,2,Female,30,4,2,Manager,4,Married,5639,20969,4,Y,Yes,11,4,3,80,1,13,1,2,2,0,0,0
36,No,Non-Travel,1207,Research & Development,8,1,Technical Degree,1,6522,3,Male,57,4,3,Healthcare Representative,1,Married,7670,19385,2,Y,No,11,3,4,80,2,12,3,3,7,3,1,3
33,No,Travel_Rarely,448,Research & Development,28,1,Life Sciences,1,6523,4,Male,81,3,1,Healthcare Representative,2,Divorced,1513,3364,5,Y,No,12,3,4,80,1,15,3,3,2,0,0,1
45,No,Travel_Rarely,483,Research & Development,1,1,Technical Degree,1,6524,3,Male,59,4,3,Laboratory Technician,2,Married,9156,22287,5,Y,No,11,3,3,80,2,28,2,3,20,3,2,16
48,No,Travel_Rarely,1424,Sales,8,1,Marketing,1,6525,4,Male,44,3,3,Sales Representative,3,Married,5821,5530,6,Y,No,17,3,1,80,0,32,5,4,5,4,2,1
40,No,Travel_Frequently,421,Sales,7,2,Medical,1,6526,3,Female,77,4,2,Sales Executive,2,Divorced,2815,9911,4,Y,No,11,4,4,80,0,14,6,2,7,1,0,6
34,No,Travel_Rarely,412,Research & Development,29,4,Other,1,6527,1,Female,54,4,1,Manufacturing Director,4,Single,2627,15876,1,Y,No,17,3,3,80,0,9,1,2,5,1,1,1
37,No,Travel_Rarely,1364,Sales,15,2,Life Sciences,1,6528,3,Female,80,3,3,Manager,3,Divorced,6107,7447,5,Y,Yes,11,3,3,80,0,21,2,3,12,9,5,0
37,No,Travel_Rarely,124,Sales,1,2,Medical,1,6529,1,Female,59,4,3,Sales Executive,2,Married,6133,18280,2,Y,No,18,3,2,80,1,12,1,4,6,4,1,0
29,No,Travel_Rarely,361,Research & Development,9,1,Life Sciences,1,6530,3,Male,45,2,3,Manufacturing Director,3,Married,9151,20016,2,Y,No,19,3,3,80,2,6,1,4,3,1,0,1
42,Yes,Travel_Frequently,1323,Research & Development,3,1,Other,1,6531,4,Male,64,4,1,Research Director,2,Married,2230,15190,3,Y,Yes,14,3,3,80,1,14,4,1,4,2,2,1
41,No,Travel_Frequently,208,Research & Development,11,2,Technical Degree,1,6532,4,Female,59,3,1,Research Director,2,Divorced,3634,14329,3,Y,No,11,3,2,80,2,15,1,3,1,0,0,0
52,No,Travel_Rarely,415,Sales,5,1,Medical,1,6533,2,Male,66,4,3,Manager,4,Single,9722,17124,4,Y,Yes,17,3,3,80,2,26,1,3,10,6,3,5
49,No,Travel_Rarely,171,Research & Development,4,3,Technical Degree,1,6534,4,Male,40,2,3,Manager,3,Married,4792,12977,5,Y,No,11,3,1,80,0,29,2,2,23,13,11,17
30,No,Travel_Frequently,164,Sales,18,1,Technical Degree,1,6535,3,Female,60,2,1,Manager,2,Married,3167,23221,4,Y,No,21,3,4,80,0,11,5,4,3,0,0,1
45,No,Travel_Frequently,1028,Research & Development,8,1,Other,1,6536,3,Female,94,4,4,Manufacturing Director,4,Divorced,15080,2348,5,Y,No,12,4,4,80,1,25,2,4,8,3,1,4
28,No,Travel_Rarely,1265,Research & Development,7,4,Medical,1,6537,3,Female,98,3,3,Manufacturing Director,2,Single,11634,2604,3,Y,No,11,3,2,80,0,5,0,4,1,0,0,0
44,No,Travel_Rarely,252,Sales,9,3,Marketing,1,6538,1,Female,54,3,2,Manager,4,Single,4453,8977,5,Y,Yes,11,4,3,80,1,24,3,3,10,3,1,6
32,No,Travel_Frequently,1337,Research & Development,7,1,Technical Degree,1,6539,2,Male,32,3,1,Healthcare Representative,4,Divorced,4500,3024,1,Y,No,11,3,2,80,1,2,0,4,0,0,0,0
27,Yes,Travel_Rarely,660,Human Resources,9,1,Other,1,6540,3,Male,78,2,1,Manager,3,Married,3912,16697,3,Y,No,15,3,3,80,1,4,2,3,2,0,0,0
40,No,Travel_Rarely,1110,Research & Development,2,2,Other,1,6541,4,Female,51,2,2,Research Director,4,Single,4682,19352,2,Y,No,18,3,2,80,2,9,1,2,1,0,0,0
18,No,Travel_Rarely,619,Sales,20,1,Technical Degree,1,6542,2,Female,87,1,1,Manager,2,Single,4308,21588,0,Y,No,11,3,2,80,1,0,0,3,0,0,0,0
20,No,Travel_Rarely,1007,Sales,4,1,Other,1,6543,1,Male,43,3,1,Manager,4,Married,4300,3283,0,Y,No,11,3,3,80,0,1,2,4,0,0,0,0
35,No,Travel_Rarely,1413,Research & Development,14,3,Life Sciences,1,6544,4,Male,45,4,1,Research Scientist,4,Married,2052,18711,2,Y,No,11,3,2,80,1,5,1,1,1,0,0,0
38,No,Travel_Rarely,1248,Sales,2,2,Life Sciences,1,6545,3,Female,48,4,3,Sales Representative,2,Divorced,9954,11902,3,Y,No,11,3,3,80,2,20,5,3,4,1,0,1
33,No,Travel_Rarely,1437,Research & Development,6,2,Other,1,6546,3,Male,66,3,2,Laboratory Technician,2,Single,6569,22317,1,Y,No,11,3,3,80,0,9,1,4,0,0,0,0
22,No,Travel_Rarely,217,Research & Development,5,1,Life Sciences,1,6547,4,Female,34,4,1,Manager,4,Divorced,2852,3559,3,Y,No,14,3,3,80,1,0,4,2,0,0,0,0
29,No,Non-Travel,1253,Sales,26,1,Other,1,6548,2,Male,93,3,1,Sales Representative,2,Divorced,2849,16023,4,Y,No,11,3,4,80,1,7,3,4,2,1,0,1
41,Yes,Travel_Rarely,1031,Sales,1,1,Other,1,6549,4,Male,66,2,4,Manager,2,Married,19079,22599,2,Y,Yes,11,3,3,80,0,16,5,3,2,1,0,0
43,No,Travel_Rarely,391,Sales,8,1,Other,1,6550,2,Female,43,2,4,Sales Representative,3,Single,14390,26004,3,Y,No,11,4,3,80,0,20,2,1,5,2,1,2
37,No,Travel_Rarely,277,Research & Development,3,1,Life Sciences,1,6551,4,Male,45,3,1,Research Scientist,4,Divorced,2129,15379,3,Y,No,11,3,3,80,2,15,2,2,9,2,3,2
48,No,Travel_Frequently,1339,Human Resources,6,3,Life Sciences,1,6552,3,Male,100,4,4,Manager,2,Single,6284,23682,6,Y,No,16,3,4,80,1,32,4,4,24,13,13,16
41,No,Travel_Rarely,658,Research & Development,11,3,Other,1,6553,3,Female,33,2,2,Research Director,4,Married,4389,7601,3,Y,No,11,3,4,80,1,14,1,3,10,3,5,1
30,Yes,Non-Travel,440,Research & Development,24,1,Technical Degree,1,6554,3,Female,36,1,2,Laboratory Technician,3,Married,4920,23548,1,Y,No,14,3,1,80,1,9,1,3,4,2,0,1
34,No,Travel_Rarely,1169,Sales,10,3,Life Sciences,1,6555,4,Male,63,3,2,Manager,3,Divorced,4217,8679,3,Y,No,12,3,2,80,1,18,5,3,2,0,0,0
24,No,Travel_Rarely,362,Sales,9,2,Medical,1,6556,2,Male,69,2,2,Sales Executive,3,Married,5149,24107,4,Y,Yes,15,3,3,80,1,0,1,3,0,0,0,0
36,No,Travel_Rarely,647,Sales,14,1,Medical,1,6557,3,Male,74,3,2,Sales Executive,2,Married,5487,10545,2,Y,No,11,3,3,80,2,10,2,3,3,1,0,1
48,No,Travel_Frequently,818,Research & Development,7,1,Medical,1,6558,4,Male,88,2,2,Healthcare Representative,1,Divorced,3974,5609,6,Y,No,12,4,1,80,0,28,0,3,14,2,0,4
